epoch,accuracy,loss,val_accuracy,val_loss
0,0.612728476524353,0.8348929286003113,0.726710319519043,0.6868317127227783
1,0.762493908405304,0.5922783017158508,0.7179766893386841,0.7042927742004395
2,0.810609757900238,0.49246492981910706,0.7143377065658569,0.7314421534538269
3,0.8398430943489075,0.4287465214729309,0.7081514000892639,0.812131941318512
