epoch,accuracy,loss,val_accuracy,val_loss
0,0.7932869791984558,0.5140818953514099,0.8319726586341858,0.41769200563430786
1,0.8737742304801941,0.3162958323955536,0.8611305356025696,0.3528217077255249
2,0.9169899225234985,0.21393762528896332,0.8874115347862244,0.3219808340072632
3,0.9469437003135681,0.14284759759902954,0.9061504006385803,0.30938535928726196
4,0.9628753066062927,0.10422412306070328,0.9146255850791931,0.3193744421005249
